14771870-3, 146k7QxPJw8Yd5svdwsFFLvRgqmV8J7p5zDxyfGzAeP3SJv, 0x2c0ec26fce4bd3d7dcc3d083ebee4d3c67d90495f75c479f5f40a3c0afc6e0a3, 14771870, 9.5, 2000, 2023-03-23 23:22:06, xcmpallet, reserve_transfer_assets
14771852-2, 15oEFGUuDhDKFZ123JQ2BBurhwcJiwDxftoNkQYZLSvg3VgS, 0x2e0a0a1e10c5dbdfa8ada56418b0cf9782f6ccd4e36498afb769b02ee9802269, 14771852, 4.0, 2012, 2023-03-23 23:20:18, xcmpallet, reserve_transfer_assets
14771826-4, 14MpsbTm4jdGvxpmp8uqfU1XVvcurHVemuqjVwGuG1bbbpbr, 0xaed9ee963c63093cf26cd73023a1ec64e6049ca92e5d2d75f46b862d1ced3c12, 14771826, 59.49108, 2012, 2023-03-23 23:17:42, xcmpallet, reserve_transfer_assets
14771249-2, 15YHF2rTGSEqYGpWSReAJz4NtdHC5wS7qqw3wWXHr8z54nKg, 0x9b57c367e57f9b6207068d2fcd8712091a2c28f9f056965986b6e52bf28fe178, 14771249, 5.69021, 2030, 2023-03-23 22:20:00, xcmpallet, reserve_transfer_assets
14771130-3, 14kjj6Aet1YNcGYPpUzrZqXaK8KxJ6CMe7iTDUBL8Nfxrfh1, 0xfadab3b5ecf3a63efce861d493fc9605173b781ce5825e90514824e986fdbe01, 14771130, 2.10021, 2030, 2023-03-23 22:08:06, xcmpallet, reserve_transfer_assets
14770884-2, 12VksjBrkztJ6KiG7WRmLo3S3qy5vttSy6aSVyY3YZF9fycV, 0xa9dfb767f85f2e31bd46933b8ca30f1331cd50012c96addbbecb14b568f61725, 14770884, 12.5206, 2012, 2023-03-23 21:43:30, xcmpallet, reserve_transfer_assets
14770853-2, 12v5BfWRXNDicZhrSkAto9DGEkUUobMtwuKiy3x5C1EYpf4a, 0xef23019326e2777e7601eeea2ba29ad950a894a7cecf317064adad8a18878fdf, 14770853, 10.0, 2012, 2023-03-23 21:40:24, xcmpallet, reserve_transfer_assets
14770799-3, 1eiuKGcgZvn9K9865jBGp7XFynfiRuQppEcZjVf77hbzkFa, 0xb91b99cf9267e540aa86eda555e2d9579d38b67c47928a062368ffe7f1b0bfb0, 14770799, 1.4, 2012, 2023-03-23 21:35:00, xcmpallet, reserve_transfer_assets
14770742-2, 138Uziu7suP23QGpcYgbRS1J3nkRXAAPfcwRX8EaYtLnYRn8, 0xc97fdcad27a248e9b3a5b1605294890411f352af2ffc161158e1654889c9471a, 14770742, 18.0, 2012, 2023-03-23 21:29:18, xcmpallet, reserve_transfer_assets
14770732-2, 13EF6zFjfSsE8YWaP7HuunVDYaUTicGzkBw7uYwSTueVKBPu, 0x7cbdff6b7984d69a7cd58691a579df10dc6d47753d1f97e15ee6dec360160275, 14770732, 2.51164, 2012, 2023-03-23 21:28:18, xcmpallet, reserve_transfer_assets
14770703-2, 14YDfMWFEw1T2pc2whBBzhc3Gek2QKFEDs4AziTFgadzMqKs, 0x76514001aadebe1b244f21f242a973ecb509871b399886d7dad406a86b24521a, 14770703, 4.96493, 2000, 2023-03-23 21:25:24, xcmpallet, reserve_transfer_assets
14770680-2, 138Uziu7suP23QGpcYgbRS1J3nkRXAAPfcwRX8EaYtLnYRn8, 0x161e4688406ac6f6b6165a367ba73fa4a0140275e99d2441e245f2d8e08bc88b, 14770680, 469.00021, 2030, 2023-03-23 21:23:06, xcmpallet, reserve_transfer_assets
14770668-4, 14YDfMWFEw1T2pc2whBBzhc3Gek2QKFEDs4AziTFgadzMqKs, 0x74181844e8ff6f76fab95838aec18b8aab383ae4e93e832c38fd3e100dc7529c, 14770668, 160.0, 2000, 2023-03-23 21:21:54, xcmpallet, reserve_transfer_assets
14770251-5, 12N2e46nScr8M5JK6MqzjEqcbMsQkxVvqdUgchzYwsNkAmt5, 0x06cc9f7c02bd18b6afee4160918fed7b3db4b0cb1bf106c2bb096d98e81a09ff, 14770251, 445.90144, 2000, 2023-03-23 20:40:12, xcmpallet, reserve_transfer_assets
14770208-2, 13YrxS7CV1N6BreT94sjUUtHUnmZvQoJuCpDruZhL2zA1A2F, 0x5ed9e384d5838e090c12df276ac9ce7ac1419bfdfdcd0b35f015477fff1d8c05, 14770208, 410.0, 2000, 2023-03-23 20:35:54, xcmpallet, reserve_transfer_assets
14770072-2, 16koCDVwnYUZT5yjXjmEitfWVzpuvvuqMUyzni16mBYigWuU, 0xa5c8658dd1aa6a8853a68251934a0ab581eed6e905d192e967975c78d5485b14, 14770072, 60.62615, 2000, 2023-03-23 20:22:18, xcmpallet, reserve_transfer_assets
14770046-4, 1H4bhBydruV9y6mQjUzDx6nbMABYLT8EsTTi6NyFE9y6Btx, 0xfedc382079f581291c3f2fb18a4557c246417f8021df5f209c03e904070eae1c, 14770046, 5.52065, 2030, 2023-03-23 20:19:42, xcmpallet, reserve_transfer_assets
14769807-3, 15JHjq7yt3r3GuqDmgGNFft5c7PhU24mb4SSbwbYD8x6DgWk, 0xa4476ce41584c77dae65cceddedabca6ccb58eebdaca9a7cdc10507ff41000c5, 14769807, 19.97239, 2012, 2023-03-23 19:55:48, xcmpallet, reserve_transfer_assets
14769681-2, 15dS6ripg1pV6kQbhvpxHuDG72xxZ7z6N8BeUTCyEFedL4tp, 0xcfb48eda7acbb71a4abe6f85f0e5eb4a70a22b6870e750811250ffca55a3566a, 14769681, 188.0, 2012, 2023-03-23 19:43:12, xcmpallet, reserve_transfer_assets
14769641-2, 13EjdCvXW2stkFv2SrEZUAFWRkwLKQ1YJDUdffuVSwewPWnr, 0x07b41f8e9caed18fbee4c1a6fed6118b219a600c68c20a66c783393c7e965528, 14769641, 1009.2592, 2000, 2023-03-23 19:39:12, xcmpallet, reserve_transfer_assets
14769557-4, 15Aom8JJ8ScVZ6A88QYo8QchxA7aT8ve115YXyPvH9oeEkVY, 0x56315792a9d10c7f6af0dd37145959bb360eeb01a136662a56fba9d7d3456cb3, 14769557, 118.0, 2012, 2023-03-23 19:30:48, xcmpallet, reserve_transfer_assets
14769442-2, 15Aom8JJ8ScVZ6A88QYo8QchxA7aT8ve115YXyPvH9oeEkVY, 0x8b60f24cef205ecf8bfcd4ff0424141d9dcda0363cb2ba33ce0978061072690e, 14769442, 65.0, 2012, 2023-03-23 19:19:18, xcmpallet, reserve_transfer_assets
14769430-3, 1H6QzBrpRxCvYLMPNtFgJRMLVoS3zgBsGtJdzqicVVYCXz3, 0xad8386c698937a83db29ff63d1aedb9733e14bf8b2a4cc765b7e993a2056da10, 14769430, 12.0, 2000, 2023-03-23 19:18:06, xcmpallet, reserve_transfer_assets
14769378-4, 15Aom8JJ8ScVZ6A88QYo8QchxA7aT8ve115YXyPvH9oeEkVY, 0x1a5a6c6f22aac5906255f168519e854045e6bf1030f82cafc070d22989c5d43c, 14769378, 41.0, 2012, 2023-03-23 19:12:54, xcmpallet, reserve_transfer_assets
14768955-2, 13WF7zcJHai2UkCeMGNcQLxjoYzcKA3PSwPLZpHKyxYR4aLw, 0x14c557816a22e8d938b2b62d1763c50ca7e74db2f139197aebd8cba9db230d99, 14768955, 400.0, 2012, 2023-03-23 18:30:36, xcmpallet, reserve_transfer_assets
14768870-5, 14gJcDiDDdvKGV5YMk2ts2eLAwvH11DCC7cyaWv57Da9r4e4, 0x43fbf94e75185b4e9d4bc82567099703faffe1094e5faa43c7084155834af4ee, 14768870, 8.4327, 2012, 2023-03-23 18:22:06, xcmpallet, reserve_transfer_assets
14768656-2, 13DaxXwf9teKPJMvmhx7gMbQAmqf2VmWCGfGwvb4pLa1MWuu, 0x1b4527268d1c17b1f0a6e4d3c88dea242a9c2ac4479acc9c9872fe28827bbd96, 14768656, 20.00081, 2030, 2023-03-23 18:00:42, xcmpallet, reserve_transfer_assets
14768652-2, 19DtXcKHN83YPUXbFbt7QtncJYHihccht4aeNctLWvXC3Eh, 0x33a2357b1b3a80e148036d14e9d5a3eae359a7fd04607c52148d229cc0c81646, 14768652, 3034.7905, 2012, 2023-03-23 18:00:18, xcmpallet, reserve_transfer_assets
14768583-2, 16kyPgxGziiMRL7jWw5s9Hnhv9RVkebMGAnyfWbj9sA4yYRs, 0x17ddcccdd511e765bcf8ad8156e8c09c92a36a11a601a1fba0af8de300e36d52, 14768583, 17.25, 2012, 2023-03-23 17:53:24, xcmpallet, reserve_transfer_assets
14768532-2, 15dTPfAKjJyA1ghHpCug1oxZegwjvy8bpDD2QMAz9ndb3SXh, 0x3401506a76a776bad6afc09350336ebda923996ec9575f022ece144e77a3b1a6, 14768532, 300.4, 2012, 2023-03-23 17:48:18, xcmpallet, reserve_transfer_assets
14768471-2, 12N2e46nScr8M5JK6MqzjEqcbMsQkxVvqdUgchzYwsNkAmt5, 0x33ebc43bdb09636c4481a5694fa76adb569b65775113e2aacdcaa06de27dfe17, 14768471, 460.84596, 2000, 2023-03-23 17:42:12, xcmpallet, reserve_transfer_assets
14768464-2, 13YrxS7CV1N6BreT94sjUUtHUnmZvQoJuCpDruZhL2zA1A2F, 0xc54f4c4aefa1e1b7ddb273905e207261f8a1f74fc0df3aee1c3c05f76ee2b186, 14768464, 410.0, 2000, 2023-03-23 17:41:30, xcmpallet, reserve_transfer_assets
14768460-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xa3a338f25c383bc3ad5638994354ade5c3d30518da47d53117f9d6b9b0020b80, 14768460, 100.0, 2012, 2023-03-23 17:41:06, xcmpallet, reserve_transfer_assets
14768458-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xe1f59b2ea942d99fb963ff5a78bbc88c6fe9f1cac44aa96920362d95cd140990, 14768458, 100.0, 2012, 2023-03-23 17:40:54, xcmpallet, reserve_transfer_assets
14768431-3, 13DaxXwf9teKPJMvmhx7gMbQAmqf2VmWCGfGwvb4pLa1MWuu, 0xd81c62586682e3977768cb258caa8b48a7a3ac89bc5084154146d51b0a761742, 14768431, 3.00081, 2030, 2023-03-23 17:38:12, xcmpallet, reserve_transfer_assets
14768416-2, 13DaxXwf9teKPJMvmhx7gMbQAmqf2VmWCGfGwvb4pLa1MWuu, 0x5e0924e3d25a562d5db37033a1a99f4e91c39a7a744309a645bcd61d71ffd0e1, 14768416, 1.00081, 2030, 2023-03-23 17:36:36, xcmpallet, reserve_transfer_assets
14768280-3, 1635AMQRRAV78EyHi4SkNhXS6HySDgRH1ds3TbYyr5Z9GWUE, 0xc64a0f8bc891493c2e6dd9e3cb0c5b0d28e407f91ff15025b5c656ca6e988acc, 14768280, 5.00021, 2030, 2023-03-23 17:22:48, xcmpallet, reserve_transfer_assets
14768204-2, 133VyJU1xKh4xXjqEhR8iwshg37iNjJPefLo33djCgg7D17z, 0x68b82202226911af00151d8347de9dad7f8df023af4eb1e15620d8cfb8733f18, 14768204, 58.3, 2012, 2023-03-23 17:15:12, xcmpallet, reserve_transfer_assets
14767886-2, 13bC5iGr9qHoLUH6UoVnFH1quy5qPyZA9xc96eePzssPYMv8, 0x0ae78b98535eee83f8d0ef7002cc38c32333cfcd410783f278b18bf0e0977bc7, 14767886, 16.0, 2000, 2023-03-23 16:43:24, xcmpallet, reserve_transfer_assets
14767729-2, 12JFiQACgXvAV8Pjjpd1UDLrG9wRjdFoqNtGTQ1k9tkjLhe3, 0xaf96c5e7b9a98c1f1a3a3e0a12918405a5c36ee1a2ffe4d74dece59c5c3b8d43, 14767729, 10.9, 2000, 2023-03-23 16:27:42, xcmpallet, reserve_transfer_assets
14767587-2, 141Cpif95oVk9RV32CXWsJGnZpmYpzjVSERKLQCf27kwY73j, 0xcd360234b654ac21493bfb3dcfaaa8681b7b5f27fecefa62b2ea40577f91b6d7, 14767587, 49.89546, 2012, 2023-03-23 16:13:30, xcmpallet, reserve_transfer_assets
14767264-2, 1jPw3Qo72Ahn7Ynfg8kmYNLEPvHWHhPfPNgpJfp5bkLZdrF, 0xa18d46c93b21113fe11c0077f4c88f4d1d64515c680592120b90d140455448a6, 14767264, 5.0, 2006, 2023-03-23 15:41:12, xcmpallet, reserve_transfer_assets
14766520-2, 13VJBQ3MmA5MUvbu7TmUeauqAwiwjQDp8MoZjWhLnM5TxXJv, 0x00316a170949042ca93a05ce685295aa481367867a34502599c519568eafedf8, 14766520, 131.68953, 2000, 2023-03-23 14:26:48, xcmpallet, reserve_transfer_assets
14764813-2, 15aV4YoeZxPdbKSPRQdMMjjSF7UYXHctxDG6pp8tkKRjhTwb, 0x279ec3701a9492164b3cb4a49018436388889f447a2afcd1d361740c8846253b, 14764813, 1.0, 2012, 2023-03-23 11:36:06, xcmpallet, reserve_transfer_assets
14764528-2, 15Vcg7NENEh1PXdWAs6RXFHogKbSUAJe9HuhJuxAjS9bTTJa, 0x3f2a6168fbdeba79de8abe0698ca578954d67e0c3d25bcf75cbf037ac3765c71, 14764528, 71.43318, 2000, 2023-03-23 11:07:36, xcmpallet, reserve_transfer_assets
14764510-2, 15uFxUHgNjwWeZvyzr6M6i6RXDEg6KtuEGYWwS5cqoRUMP4h, 0xf71d446841d18357447f65e77c659935c3a964771211b7c7738a8d1486381f27, 14764510, 0.50021, 2030, 2023-03-23 11:05:48, xcmpallet, reserve_transfer_assets
14764433-2, 12432FWHRJgtbFRdLQsFpWrsQHdhWe4ZaV8qx3jydBgfb3pL, 0x6f4e50f988ecdff724560e430b4d7197ff52fc49c92116c23d7cfeacac00bccc, 14764433, 1.8212, 2000, 2023-03-23 10:58:06, xcmpallet, reserve_transfer_assets
14764424-2, 16g5CyEzjzQ5ZmHtfZbwpenvkrzFXQVt61kwybviRHcXDZh2, 0x38a80406633b26a34793b13ecbe77b43c9b55b9fa02919aa59e40ee5fded78d4, 14764424, 3.0, 2006, 2023-03-23 10:57:12, xcmpallet, reserve_transfer_assets
14764373-3, 15aV4YoeZxPdbKSPRQdMMjjSF7UYXHctxDG6pp8tkKRjhTwb, 0x493a4f337b94dc459ac9e8d1a2118bdb374dad0f06b9fd9e2e9efc545bedf9e5, 14764373, 18.5, 2012, 2023-03-23 10:52:06, xcmpallet, reserve_transfer_assets
14764057-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x4d5b91698cb61a4106aa5bfd1e09ecd7ad3b63ec1c3ab7fdb39f86998e65ae4b, 14764057, 100.0, 2012, 2023-03-23 10:20:30, xcmpallet, reserve_transfer_assets
14764055-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xfc6a97c59bd92d40ab8e2d25261b005179b337bb3bfaadef4dd0118c5127eb64, 14764055, 100.0, 2012, 2023-03-23 10:20:18, xcmpallet, reserve_transfer_assets
14763897-4, 145vVAZ2odHR8kGVoB4Xs2x7SVCRoE6TgbeQs5jsVvdvCtuL, 0xfb75824e1f0a1ce6abc23d624cdf0aa5faa43df0f6870c9547842db31de7ae93, 14763897, 5.0, 2006, 2023-03-23 10:04:30, xcmpallet, reserve_transfer_assets
14763603-2, 15ikAn5kakErpUZeEdSGxwQfAzBb7Mkjnj54jk9PUFJxaRcu, 0x3ece1d384708a40f06ca657d5bc37eb50ce0ffb82e13ed87bedcea7822b8dcce, 14763603, 19.97673, 2012, 2023-03-23 09:35:06, xcmpallet, reserve_transfer_assets
14763527-2, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x3848833025283eb3ea0abdec4ff132c439d817f651975adf3d57dfa42fe7d63d, 14763527, 100.0, 2000, 2023-03-23 09:27:30, xcmpallet, reserve_transfer_assets
14763379-3, 15Pf9kRDEc3eniNKs6wmENWfSdNMXjapKtf5a4L75wcgTteA, 0x2b85b7ed11a66f595d450e9a61ff837fe6646ac8c15911b774b59e9bbe9b6895, 14763379, 2.00021, 2030, 2023-03-23 09:12:42, xcmpallet, reserve_transfer_assets
14763259-2, 14WBd7JzJMsjcf7CeydsnqtN4L6qHucR5r6wkNUcyuJMwQN3, 0x9a55f8d35c92bc137dbc5c3bc84e29a133dfae802133da2509b50736722d1326, 14763259, 1000.0, 2012, 2023-03-23 09:00:42, xcmpallet, reserve_transfer_assets
14763190-2, 14WBd7JzJMsjcf7CeydsnqtN4L6qHucR5r6wkNUcyuJMwQN3, 0x28aa68b5bac128968bed5a26d3fdcea4e371e076926962ec3237e48c469fb2e4, 14763190, 4000.00021, 2030, 2023-03-23 08:53:48, xcmpallet, reserve_transfer_assets
14763118-2, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0xabd9a599b7b82a35c74c9034b38f47d6f3f918538ae5ed28db0d28a496d75a95, 14763118, 99.5, 2000, 2023-03-23 08:46:36, xcmpallet, reserve_transfer_assets
14763088-2, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x99e9ad67da626a610aefbd6a60f0bd37c183a23a8f427b14fd15a801fd11557f, 14763088, 115.0, 2000, 2023-03-23 08:43:36, xcmpallet, reserve_transfer_assets
14763070-2, 1Rq8dhTNc2xdcpXCvxs9twSLTNAUtoF7UJm7rjYeZfUs6Xo, 0x02b0c066f63abf80c138acf5309cc3b1a80beef9c846ae25745ebe0b4f2f0f34, 14763070, 116.0, 2000, 2023-03-23 08:41:48, xcmpallet, reserve_transfer_assets
14762843-2, 121NBHKNhwekFv3XAdpopx3sP8kGxYToHmd4THukYx5iVTXp, 0x9c8186949105efcf2188de00d8938fbd7e0e8190e4295d2bfeb99dc3e32455b5, 14762843, 992.04455, 2000, 2023-03-23 08:18:54, xcmpallet, reserve_transfer_assets
14762569-3, 148qzimCADd7tGS33us58PVVa6nYSU88g96FMQpBSZBCQ13B, 0x531438cc2347fef16edb75eaec128bad8d89e46ec02b191fc40a26d41bfe10d8, 14762569, 31.3245, 2012, 2023-03-23 07:51:30, xcmpallet, reserve_transfer_assets
14762488-3, 14jLAD1zVzVNdvAnMBc2nd9QmMdJhqXjtA1zL8ca3NyRvtPg, 0xe455f5bb8235149ae97c333fdf6c2ad58a671df14832b19d631e884db9bddf9c, 14762488, 2.51048, 2030, 2023-03-23 07:43:24, xcmpallet, reserve_transfer_assets
14762463-2, 16VXdNdJ4i9auLjPx6PdbSn7ckbzrb2nzFkCQVpQGpdB17aX, 0xb7aa6316fe39447b0fdcd1d0804090dab8f62f97e6462d108b22f5ab8a0b84c7, 14762463, 3999.6, 2000, 2023-03-23 07:40:54, xcmpallet, reserve_transfer_assets
14762333-2, 129XsgzMugaEjUGyoate4geECyWbcfb9Njg3o9TeagweA1RJ, 0x6226db7dab55f03efc9002d489cdbe20ec22c4c658faee62d0f95c61d858c8bf, 14762333, 21.34918, 2000, 2023-03-23 07:27:48, xcmpallet, reserve_transfer_assets
14762273-2, 13bFLS7tSdRj1ZkKjZs1XSt3VafT8yuZiCS1N3qz5ibxR7em, 0x5de6c21a83db111ac508dd0aa1350b57486ca42fd0d7cae2a2dd5fe3041b1b58, 14762273, 570.0, 2012, 2023-03-23 07:21:48, xcmpallet, reserve_transfer_assets
14762109-3, 13GbtU4gUvzLHmJwx23EjbpS2E6dvbpWaa84R6sk15ymaHc9, 0x8f5fe93903038116c72d9caf35682df293485ce0ec5b6611eddd2c017ab5089f, 14762109, 30.00021, 2030, 2023-03-23 07:05:24, xcmpallet, reserve_transfer_assets
14762006-2, 13NYD1m1EPgZGuT3UayY8rNoumrepyP8Cp63gLB7f7spUPZg, 0xefa18b69bbb694d2c864889313cda2d30fef8a171a2bce469dd8347a66aa4761, 14762006, 900.0, 2000, 2023-03-23 06:55:06, xcmpallet, reserve_transfer_assets
14761968-2, 15uLRWtcHFmHw9UsH1nZSoMafu7Tnktfq9U784SLcCcE1SkZ, 0x2192d3b32ff4271d6a6d6e19fdb73c7a9e65c062528ba8c655f13304c7ac3ca4, 14761968, 136.26021, 2030, 2023-03-23 06:51:18, xcmpallet, reserve_transfer_assets
14761956-3, 162KUJisQk3H3fNLpNM1J4sJ5m2UawH2WhnPx4ewcQizdVH5, 0x1e11af921cdd9cf3aa25ce5e328d83e0e6350271a505f5dc0e9e6896ffeae7fe, 14761956, 46.0, 2012, 2023-03-23 06:50:06, xcmpallet, reserve_transfer_assets
14761926-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x4f725c1892a2839d81785c1d790a6926e3fa2852d0b4567c78f9f3bacb9abdb9, 14761926, 100.0, 2000, 2023-03-23 06:47:06, xcmpallet, reserve_transfer_assets
14761924-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x6ec776826d575f7d3c21df0ee5835f1e322771ce2816860b52ee0a41754b9d17, 14761924, 100.0, 2000, 2023-03-23 06:46:54, xcmpallet, reserve_transfer_assets
14761912-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xfa338896110348b1303accc34b471214d8fcd545bd6b48faa11e8a13747292b6, 14761912, 100.0, 2000, 2023-03-23 06:45:42, xcmpallet, reserve_transfer_assets
14761910-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0x78ef3b4dcf5cab53bc6bd8e3abd0bbc93384aeb2d4cd3320ba071bb7b9675dbd, 14761910, 100.0, 2000, 2023-03-23 06:45:30, xcmpallet, reserve_transfer_assets
14761902-3, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xe9d2a5b7e82951f9fe3eee152986fc71f41b5e7d116fb727f0ed0573dd92b014, 14761902, 100.0, 2000, 2023-03-23 06:44:42, xcmpallet, reserve_transfer_assets
14761860-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xec1cabd9872c814a73ec3aadc3030613859039ee2f7157dc04e52a904f29c6c6, 14761860, 100.0, 2000, 2023-03-23 06:40:30, xcmpallet, reserve_transfer_assets
14761858-2, 15DrhZeo7PXQrSeT75TKuFKXjGsEuYyNLAZi8usZHLo7vAVN, 0xa1dd3d6c7559323915bf04867ab60af7d29c18774f8b78803f2e5f0dc387a5a4, 14761858, 100.0, 2000, 2023-03-23 06:40:18, xcmpallet, reserve_transfer_assets
14761806-2, 148Kdh4mn9wZDDzB5dCjZiWtmbrCJ9SpoNyFqsb4ardaYqye, 0x7a79d7539366dae6aef22fc920957493bef006184e5abbbd715295985189fd03, 14761806, 11.04052, 2012, 2023-03-23 06:35:06, xcmpallet, reserve_transfer_assets
14761741-2, 12L2LH1oTcYfZBpENjdAqZxbkK6eenioXFqjmjGdVuTDuyUM, 0x382736378abd8599a04ec7c088ffcc0c77c6328a303ffa86614df7270f6d3d13, 14761741, 45.0, 2012, 2023-03-23 06:28:36, xcmpallet, reserve_transfer_assets
14761598-3, 16aieXDo1ZHR47wBAqWuuGhwUkhSAGAD1gB1rjozZcFQ6fwc, 0x318aff487e7837603c6876d2a32cb0fde4b71400f1e5212ca9ca849dabe0064f, 14761598, 6.07295, 2030, 2023-03-23 06:14:18, xcmpallet, reserve_transfer_assets
14761270-2, 14isWRQWr197kSWZ15MkEtacXdshneuZESyJAfbwzkLU3TQs, 0xfa8ebd2ba6ee92daeeb052b7cc70b4f1ad95cd674564200ba63c19ac65939614, 14761270, 160.27758, 2030, 2023-03-23 05:41:30, xcmpallet, reserve_transfer_assets
14761161-4, 13s15CgFmRekgHx6Evefz9JW1DtL87EzuqS6UWZJa6hBTArP, 0xbca590cc75d05aa00886b4aeada58ff79a2ab4331c60cddcda221b43c89e56ea, 14761161, 23.5, 2006, 2023-03-23 05:30:36, xcmpallet, reserve_transfer_assets
14761156-4, 15aV4YoeZxPdbKSPRQdMMjjSF7UYXHctxDG6pp8tkKRjhTwb, 0x4ed2d124590ce7438f9ee66f7371ab1ea2ea7ed575fba981bf0fd43acf7e0f13, 14761156, 2.78124, 2012, 2023-03-23 05:30:06, xcmpallet, reserve_transfer_assets
14761063-4, 15aV4YoeZxPdbKSPRQdMMjjSF7UYXHctxDG6pp8tkKRjhTwb, 0xc9e733d74bb7a5cad7ae31a8f6a77e6138b727d0cfe8104a90e4d7e7591fce91, 14761063, 54.5, 2012, 2023-03-23 05:20:48, xcmpallet, reserve_transfer_assets
14760959-3, 162cggtZYNrRnhCirmYPCbgW1jpFWyXA5ybBuUkirthXW8kf, 0x48c364e6ee55d4d8c6ea68f297983881030ae931c139054a3f5bef884e84abbe, 14760959, 14.9, 2004, 2023-03-23 05:10:24, xcmpallet, reserve_transfer_assets
14760920-3, 12BtYkbiMryLrKz2skE4hsDRnbudQU82qv4fNAELwKaFjdkG, 0x6aba43ea625b411478c4aae65c507d9d6f42302615dbbfe4e6a1e505d5f5d05e, 14760920, 35.0, 2000, 2023-03-23 05:06:30, xcmpallet, reserve_transfer_assets
14760860-2, 14riQ4zPHmE4a4dh6qXHmLyVYCi1P5krg2U33hE5SsudoTGE, 0x6bec103de6e085b500d98f2d739e87dc3a70ad78f3aab08bf55b3503f1a64de6, 14760860, 500.0, 2000, 2023-03-23 05:00:24, xcmpallet, reserve_transfer_assets
14760819-2, 15vrUYxq752ricTPH7cPbHRz6Gc56DqoAgpj5xyybWCWbP7T, 0xd7c1ad7e24065a66f394d416249e734a5c30e663296b2f04d36e302b92e02ee7, 14760819, 0.89682, 2000, 2023-03-23 04:56:18, xcmpallet, reserve_transfer_assets
14760804-2, 13d7k4wfXai4Yrbuo8yENrpxzt4erjTNXiHFUkegSeBCGG7e, 0xe26bc71c0e81fb4d39f7b49f9e6b046c86ec743877a686a96234e54e7c2353ea, 14760804, 26.5, 2006, 2023-03-23 04:54:48, xcmpallet, reserve_transfer_assets
14760711-4, 129qTrLv2aum1863CGqzSJrpcudSkZ3Z6emkW2kyrYBMZJiD, 0x25b45e1319281ccac29e16828f8ee3e90c8b7e54c1fcf3dd9f6f41d72da4b45a, 14760711, 1.0, 2012, 2023-03-23 04:45:30, xcmpallet, reserve_transfer_assets
14760646-3, 129qTrLv2aum1863CGqzSJrpcudSkZ3Z6emkW2kyrYBMZJiD, 0x92847f2e0739ac2229c17af1c5680187f34dbe0923ac4ff2fbe63245bba88247, 14760646, 128.0, 2012, 2023-03-23 04:39:00, xcmpallet, reserve_transfer_assets
14760456-2, 1bXNffRdjZ5rtMXp2d6yAhr5uKTwHSZi7rCkGKk3imeLew8, 0x5aae55956c4637c25dc32fbc526a246c701297aa0465a7c0bb5b8f94343a5983, 14760456, 20.0, 2012, 2023-03-23 04:20:00, xcmpallet, reserve_transfer_assets
14760386-2, 1bXNffRdjZ5rtMXp2d6yAhr5uKTwHSZi7rCkGKk3imeLew8, 0xd6a8160941863ab283760ab0df0747365c1e63cd9994fefd6afccd7e48759d94, 14760386, 16.0, 2012, 2023-03-23 04:13:00, xcmpallet, reserve_transfer_assets
14760244-3, 14EDPoc8SNcALsdn2NzKPazBJ1ExhZmBCx94uiyiaJvtUwCq, 0x49d98865b5464398fe6b17ea79dfa88e3bcd51d4b7e1162681031940b8b652ce, 14760244, 200.01, 2012, 2023-03-23 03:58:48, xcmpallet, reserve_transfer_assets
14760210-2, 14XiRHnZ4V62qQKWAnmfH8X7VdFjn62brDX2FySB7rfNs8QU, 0xec7332f59a3f2d0b92e3021074861f12146b3cff9a778d622f63b2e0d57cadf0, 14760210, 32.86142, 2012, 2023-03-23 03:55:24, xcmpallet, reserve_transfer_assets
14760172-3, 16rp6hU2LiM94spPitJXmerEvKMiUu6YVaDxLuTLhUm1YQK, 0x79e7428c618693f834779d59a1a78879216f441641ad307921464f314cb6cf43, 14760172, 1.87786, 2012, 2023-03-23 03:51:36, xcmpallet, reserve_transfer_assets
